Metric Name,Solution KM Note,SQL Statement,Solution for the issue,Application Code,Issue Summary,Issue Description,Issue Severity,Product to raise SR if help needed,SR Component,SR Sub Component,Scheduling,Scheduling Details,Business Impact,Business Flow,Prod Family,Prod Area
PSFT_BEN_BENADMIN_ORPH_CHK,2438825.1,"Select 'Review ' || count(*) || ' Orphan Row(s) To Avoid Unique Constraint Error In The Ben Admin Program' AS KEY_DATA, 'Potential Ben Admin Program Issue Caused By Orphaned Data (See KM 2438825.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT 'Potential Ben Admin Program Issue Caused By Orphaned Data (See KM 2438825.1)' AS KEY_DATA
FROM SYSADM.PS_BAS_PARTIC_COST A
WHERE NOT EXISTS (SELECT *
FROM SYSADM.PS_BAS_PARTIC_OPTN B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID
AND B.PLAN_TYPE = A.PLAN_TYPE
AND B.OPTION_ID = A.OPTION_ID)
UNION
SELECT 'Potential Ben Admin Program Issue Caused By Orphaned Data (See KM 2438825.1)' AS KEY_DATA
FROM SYSADM.PS_BAS_PARTIC_PLAN A
WHERE NOT EXISTS (SELECT *
FROM SYSADM.PS_BAS_PARTIC B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID)
UNION
SELECT 'Potential Ben Admin Program Issue Caused By Orphaned Data (See KM 2438825.1)' AS KEY_DATA
FROM SYSADM.PS_BAS_PARTIC_OPTN A
WHERE NOT EXISTS (SELECT *
FROM SYSADM.PS_BAS_PARTIC_PLAN B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID
AND B.PLAN_TYPE = A.PLAN_TYPE)
UNION
SELECT 'Potential Ben Admin Program Issue Caused By Orphaned Data (See KM 2438825.1)' AS KEY_DATA
FROM SYSADM.PS_BAS_PARTIC_DPND A
WHERE NOT EXISTS (SELECT *
FROM SYSADM.PS_BAS_PARTIC_PLAN B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID
AND B.PLAN_TYPE = A.PLAN_TYPE)
UNION
SELECT 'Potential Ben Admin Program Issue Caused By Orphaned Data (See KM 2438825.1)' AS KEY_DATA
FROM SYSADM.PS_BAS_PARTIC_INVT A
WHERE NOT EXISTS (SELECT *
FROM SYSADM.PS_BAS_PARTIC_PLAN B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID
AND B.PLAN_TYPE = A.PLAN_TYPE)
UNION
SELECT 'Potential Ben Admin Program Issue Caused By Orphaned Data (See KM 2438825.1)' AS KEY_DATA
FROM SYSADM.PS_BAS_PARTIC_ELIG A
WHERE NOT EXISTS (SELECT *
FROM SYSADM.PS_BAS_PARTIC B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID)
)
having count(*) > 0","Symptoms:
--------
BenAdmin process could fail with the error below due to orphan rows in BAS_PARTICXXX tables:

00805
Error Message : INSERT or UPDATE would result in duplicate rows in a table with a UNIQUE index

Cause: 
-----
Duplicate Inserts in PSPBARUN (BenAdmin), a.k.a. Unique Constraints, are almost inevitably caused by data issues. Duplicate insert happens quite often in Ben Admin if a previous Ben Admin run for some reason did not finish successfully.

Solution:
--------
Identify the problem using the following SQLs. Analyze Data returned by these SQLs and delete these ""orphan"" rows.

SELECT A.SCHED_ID, A.EMPLID, A.BENEFIT_RCD_NBR, A.EVENT_ID, A.PLAN_TYPE, A.OPTION_ID, A.COST_ID
FROM PS_BAS_PARTIC_COST A
WHERE NOT EXISTS (SELECT *
FROM PS_BAS_PARTIC_OPTN B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID
AND B.PLAN_TYPE = A.PLAN_TYPE
AND B.OPTION_ID = A.OPTION_ID)


SELECT A.SCHED_ID, A.EMPLID, A.BENEFIT_RCD_NBR, A.EVENT_ID, A.PLAN_TYPE
FROM PS_BAS_PARTIC_PLAN A
WHERE NOT EXISTS (SELECT *
FROM PS_BAS_PARTIC B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID)

SELECT A.SCHED_ID, A.EMPLID, A.BENEFIT_RCD_NBR, A.EVENT_ID, A.PLAN_TYPE, A.OPTION_ID
FROM PS_BAS_PARTIC_OPTN A
WHERE NOT EXISTS (SELECT *
FROM PS_BAS_PARTIC_PLAN B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID
AND B.PLAN_TYPE = A.PLAN_TYPE)

SELECT A.SCHED_ID, A.EMPLID, A.BENEFIT_RCD_NBR, A.EVENT_ID, A.PLAN_TYPE, A.DEPENDENT_BENEF
FROM PS_BAS_PARTIC_DPND A
WHERE NOT EXISTS (SELECT *
FROM PS_BAS_PARTIC_PLAN B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID
AND B.PLAN_TYPE = A.PLAN_TYPE)


SELECT A.SCHED_ID, A.EMPLID, A.BENEFIT_RCD_NBR, A.EVENT_ID, A.PLAN_TYPE, A.INVESTMENT_OPT
FROM PS_BAS_PARTIC_INVT A
WHERE NOT EXISTS (SELECT *
FROM PS_BAS_PARTIC_PLAN B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID
AND B.PLAN_TYPE = A.PLAN_TYPE)


SELECT A.SCHED_ID, A.EMPLID, A.BENEFIT_RCD_NBR, A.EVENT_ID, A.EMPL_RCD, A.BAS_ELIG_SRC, A.ELIG_EFFDT,A.ELIG_EFFSEQ
FROM PS_BAS_PARTIC_ELIG A
WHERE NOT EXISTS (SELECT *
FROM PS_BAS_PARTIC B
WHERE B.SCHED_ID = A.SCHED_ID
AND B.EMPLID = A.EMPLID
AND B.BENEFIT_RCD_NBR = A.BENEFIT_RCD_NBR
AND B.EVENT_ID = A.EVENT_ID)",BENEFIT_ADMINISTRN,Benefit Admin orphan data,,2,PeopleSoft Enterprise HCM Benefits Administration,EVENTS,EM,DAY,1,Orphan data could exist in BenAdmin Event tables.,,PeopleSoft Human Capital Management,PeopleSoft Advanced Benefits
PSFT_GP_INVALID_FLD_TYPE_PIN_MISMATCH,2576632.1,"select 'Y' as EVENT
, count(*) || ' Field Type and PIN mismatches' as KEY_DATA
, 'PSFT Global Payroll - Invalid Array Field Types And PIN Mismatches Or If Pointer Is Used The Field Name Needs To Be PIN_NUM (Doc ID 2576632.1)' AS SOLUTION
from (
SELECT DISTINCT
('Record Name = ' || E1.RECNAME ||
'; PIN Number = ' || E1.PIN_NUM ||
'; Element Name = ' || E3.PIN_NM ||
'; Field Name = ' || E2.FIELDNAME ||
'; Element for Target Value = ' || E2.PIN_VAR_NUM ||
'; Element Name = ' || E4.PIN_NM ||
'; Field Format = ' || E3.FLD_FMT ||
'; Field Type = ' || E5.FIELDTYPE ||
'; Country = ' || E3.COUNTRY) AS KEY_DATA
FROM SYSADM.PS_GP_ARRAY E1,
SYSADM.PS_GP_ARRAY_FLD E2,
SYSADM.PS_GP_PIN E3,
SYSADM.PS_GP_PIN E4,
SYSADM.PSDBFIELD E5
WHERE E1.PIN_NUM = E2.PIN_NUM
AND E2.PIN_NUM = E3.PIN_NUM
AND E2.PIN_VAR_NUM = E4.PIN_NUM
AND E2.FIELDNAME = E5.FIELDNAME
AND ((E4.FLD_FMT = '1' AND E5.FIELDTYPE <> '0')
OR (E4.FLD_FMT = '2' AND E5.FIELDTYPE <> '4')
OR (E4.FLD_FMT IN ('3', '4') AND E5.FIELDTYPE NOT IN ('2', '3') )
OR (E4.FLD_FMT = '5' AND (E2.ARRAY_FLD_USE <> 'E' OR E5.FIELDTYPE NOT IN ('2','3') ) ))
AND EXISTS (SELECT 'X' FROM SYSADM.PSRECDEFN
WHERE RECNAME = E1.RECNAME)
) having count(*) >= 1","Symptoms: Elements of type AR (Array) where there are invalid array field types and PIN mismatches cannot be used.
At the same time, if the pointer is used, the field name needs to be PIN_NUM.

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To correct the Arrays where there are invalid array field types and PIN mismatches, follow the below instructions:

1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements > Supporting Elements > Arrays
2. Search for the Element returned and go to Field Map and Keyes tab
3. In grid Map Retrieved Fields to Variable Elements, correct the Field Use value
4. Save the change


Field Use - Available options:
    Monetary: When monetary conversion is required.
    Pointer: To specify that a column contains a PIN.
    Other: (default) For all other cases.

For more details, please refer to PSFT Global Payroll - Invalid Array Field Types And PIN Mismatches Or If Pointer Is Used The Field Name Needs To Be PIN_NUM (Doc ID 2576632.1).",INSTALLED_PAY_GBL,Invalid array field types or PIN mismatch,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"This metric identifies all the rows with invalid array field types and pin mismatches OR if pointer is used the field name needs to be PIN_NUM. If these rows are not correctly promptly, they can cause discrepancy because element can be used by many countries.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_INVALID_FIELDS_IN_ARRAY_REC,2576635.1,"Select 'Review ' || count(*) || ' Element(s) of Type WR (Writable Array) With Invalid Fields In Record Definition' AS KEY_DATA, 'PSFT Global Payroll - Invalid Fields In The Writeable Array Record Definition (Doc ID 2576635.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('Record Name = ' || E1.RECNAME ||
'; PIN Number = ' || E1.PIN_NUM ||
'; Element Name = ' || E3.PIN_NM ||
'; Field Name = ' || E2.FIELDNAME ||
'; Element Number = ' || E2.PIN_ELEM_NUM ||
'; Element Name = ' || E4.PIN_NM ||
'; Field Format = ' || E4.FLD_FMT ||
'; Country = ' || E4.COUNTRY) AS KEY_DATA
FROM SYSADM.PS_GP_WA_ARRAY E1,
SYSADM.PS_GP_WA_FLD E2,
SYSADM.PS_GP_PIN E3,
SYSADM.PS_GP_PIN E4
WHERE E1.PIN_NUM = E2.PIN_NUM
AND E1.PIN_NUM = E3.PIN_NUM
AND E2.PIN_NUM = E3.PIN_NUM
AND E2.PIN_ELEM_NUM = E4.PIN_NUM
AND E2.FIELDNAME NOT IN (SELECT E5.FIELDNAME
FROM SYSADM.PSRECFIELDALL E5
WHERE E5.RECNAME = E1.RECNAME)
AND EXISTS (SELECT 'X' FROM SYSADM.PSRECDEFN
WHERE RECNAME = E1.RECNAME))
having count(*) > 0","Symptoms: Elements of type WR (Writable Array) cannot be used if they have invalid fields in the record definition

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To fix the invalid field in the Writable Array, follow the instructions below:

1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements > Supporting Elements > Writable Arrays
2. Search for the Element returned and go to Definition and Fields tab
3. In grid Writable Array Fields, correct the invalid field (Field Name)
4. Save the change

For more details, please refer to PSFT Global Payroll - Invalid Fields In The Writeable Array Record Definition (Doc ID 2576635.1)",INSTALLED_PAY_GBL,Invalid fields in array record definition,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"This metric identifies the invalid fields in the writable array record definition. If these rows are not correctly promptly, they can cause erroneous data and inconsistent element details. So having this corrected will make sure the element details are proper and accurate.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_PROCESS_LIST_NOT_REFERENCED,2576668.1,"Select 'Review ' || count(*) || ' Process List(s) Not Referenced By Run Type' AS KEY_DATA, 'Proposed solution: PSFT Global Payroll - Process List Not Referenced by Run Type (Doc ID 2576668.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('Country = ' || A.COUNTRY || '; Element Type = ' || A.PIN_TYPE || '; PIN Number = ' || A.PIN_NUM || '; Element Name = ' || A.PIN_NM || '; PIN Code = ' || A.PIN_CODE) AS KEY_DATA
FROM SYSADM.PS_GP_PIN A
WHERE PIN_TYPE = 'PR' AND
NOT EXISTS(SELECT 'X' FROM SYSADM.PS_GP_RUN_TYPE_DTL WHERE SYSADM.PS_GP_RUN_TYPE_DTL.PIN_PRC_NUM = A.PIN_NUM) AND
NOT EXISTS (SELECT 'X' FROM SYSADM.PS_GP_FC_TBL WHERE SYSADM.PS_GP_FC_TBL.PIN_PRC_NUM = A.PIN_NUM))
having count(*) > 0","Symptoms: After creating a Process List, it needs to be linked to a Run Type in order to be processed.

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To fix the Process Lists not referenced by a Run Type, follow the below steps:

1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Framework > Run Types
2. Search the Run Type that should reference the Process List
3. Add the Process List to Definition grid, in field Process Name

OR 

4. Add New Run Type Value
5. Add the Process List to Definition grid, in field Process Name
6. Save the change

For more details, please refer to PSFT Global Payroll - Process List Not Referenced by Run Type (Doc ID 2576668.1).",INSTALLED_PAY_GBL,Process list not referenced,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,The process GPPDPRUN (used for both Absence and Payroll run) will cause erroneous data and inconsistent element details if process list is not referenced by Run Type or Fictitious calculation.,,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_PIN_CODE_NOT_MATCH_PIN_NAME_AND_COUNTRY,2576176.1,"Select 'Review ' || count(*) || ' Pin Code(s) Not Matching With Pin Name and Country' AS KEY_DATA, 'PSFT Global Payroll - Pin Code Doesn''t Match PIN NAME + '' '' + Country (Doc ID 2576176.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('PIN Number = ' || PIN_NUM || '; PIN Code = ' || PIN_CODE || '; Element Name = ' || PIN_NM || '; Country = ' || COUNTRY
) AS KEY_DATA
FROM SYSADM.PS_GP_PIN
WHERE PIN_CODE <> (RTRIM(PIN_NM) || ' ' || COUNTRY))
having count(*) > 0","Symptoms: Errors will occur when running the GPPDPRUN process (used for running both Payroll and Absences) when there are elements that have the PIN Code not matching PIN NAME + ' ' + Country (in table PS_GP_PIN)

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To fix the rows where the PIN Code is not matching PIN NAME + ' ' + Country, navigate to the page specific of the element type returned:

1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements:
    a. Payroll Elements for Earnings and Deductions
    b. Absence Elements for Absence Entitlements and Absence Takes
    c. Supporting Elements for Accumulators, Arrays, Brackets, Formulas, Dates, and so forth
    d. Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements > Supporting Elements > System Elements > System Element Name
    e. Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements > Element Groups 
2. Search the Element Name that needs to be modified
3. The field ""Name"" should be modified to match the PIN Code without the Country Extension
4. Save the change

For more details, please refer to PSFT Global Payroll - Pin Code Doesn't Match PIN NAME + ' ' + Country (Doc ID 2576176.1).",INSTALLED_PAY_GBL,PIN Code or PIN Name or space or country mismatch,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"This metric identifies rows where 
Pin Code not match Element Name + space + Country in PS_GP_PIN table (Global Payroll Pay Item Names table). If these rows are not correctly promptly, they can cause erroneous data and inconsistent element details. So having this corrected will make sure the element details are proper and accurate.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_CALENDAR_GROUP_RUN_BY_STREAM_NO_ROWS,2579774.1,"Select 'Review ' || count(*) || ' Calendar Group ID(s) Marked To Be Run By Stream But No Rows In The GP_STRM Table' AS KEY_DATA, 'PSFT Global Payroll - The Calendar Group Marked To Be Run By Stream, But No Rows In The GP_STRM Table (Doc ID 2579774.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('Calendar Group ID = ' || A.CAL_RUN_ID || '; Description = ' || A.DESCR || '; Short Description = ' || A.DESCRSHORT || '; Country = ' || A.COUNTRY || '; Process by Stream = ' || A.PROCESS_STRM_IND) AS KEY_DATA
FROM SYSADM.PS_GP_CAL_RUN A
WHERE A.PROCESS_STRM_IND = 'Y'
AND NOT EXISTS (SELECT B.CAL_RUN_ID FROM SYSADM.PS_GP_CAL_RUN_STRM B, SYSADM.PS_GP_STRM C WHERE B.STRM_NUM = C.STRM_NUM AND A.CAL_RUN_ID = B.CAL_RUN_ID))
having count(*) > 0","Symptoms: The process GPPDPRUN (used for both Absence and Payroll run) cannot be run without selecting a stream when the Calendar Group ID was marked to be run by stream but there are no rows in the GP_STRM table for it.

The system triggers the message:

""Stream Number is required to run the Identify step (17000,1402)
You must select a Stream Number to run the Identify step when the Calendar Group was set up to be run by Stream.""

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To update the Calendar Group IDs returned by the above script, follow the below steps:

1. Navigate to Global Payroll & Absence Mgmt > Absence and Payroll Processing > Define Calendars > Calendar Groups
2. Search the Calendar Group returned by the above script
3. Uncheck Process by Stream checkbox
4. Save the change

For more details, please refer to PSFT Global Payroll - The Calendar Group Marked To Be Run By Stream, But No Rows In The GP_STRM Table (Doc ID 2579774.1).",INSTALLED_PAY_GBL,No rows in stream for GP Calendar,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,The process GPPDPRUN (used for both Absence and Payroll run) will end in error if the Calendar Group was marked to be run by stream but there are no rows in the GP_STRM table.,,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_FORMULAS_NOT_VALIDATED,2576575.1,"Select 'Review ' || count(*) || ' Formula(s) Not Validated In The System' AS KEY_DATA, 'PSFT Global Payroll - Formulas Not Validated (Doc ID 2576575.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('Country = ' || A.COUNTRY || '; PIN Number = ' || A.PIN_NUM || '; Element Name = '|| A.PIN_NM || '; Validated Formula = '|| B.FRML_VALIDATED_IND || ';
Effective Date = ' || B.EFFDT
) AS KEY_DATA
FROM SYSADM.PS_GP_PIN A,
SYSADM.PS_GP_FORMULA B
WHERE A.PIN_NUM = B.PIN_NUM
AND B.FRML_VALIDATED_IND <> 'Y')
having count(*) > 0","Symptoms: Errors will occur when running the process GPPDPRUN (used for both Absence and Payroll run) if formulas are not validated in the system.

Cause: This can occur while applying maintenance or after any customization.

Solution:  To fix the rows where a formula is not validated, follow the below instructions:
1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Elements >Supporting Elements > Formulas 
2. Search the formula returned by the script with Correct History enabled
3. Go to Field-by-Field Definition tab, notice the Validated checkbox is not checked
4. Press the Validate button, make sure the Validated checkbox is checked
5. Save the change

For more details, please refer to PSFT Global Payroll - Formulas Not Validated (Doc ID 2576575.1).",INSTALLED_PAY_GBL,Formulas not validated,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"If formula is not validated then GPPDPRUN process (run for both Payroll and Absences) will end in error.
Please make sure all formulas are validated before running any Calendar.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_MORE_ELEMENTS_WITH_SAME_PIN_CODE,2576172.1,"select 'Y' as EVENT
, count(*) || ' Elements with same PIN Code' as KEY_DATA
, 'PSFT Global Payroll - More Than One Element Exists With The Same PIN Code (Doc ID 2576172.1)' as SOLUTION
from (
SELECT
('Country = '||COUNTRY|| '; PIN Code = ' || PIN_CODE) AS KEY_DATA
FROM SYSADM.PS_GP_PIN
GROUP BY COUNTRY, PIN_CODE
HAVING COUNT(*) > 1
) having count(*) >= 1","Symptoms: If there are more elements are having the same PIN_CODE, the GPPDPRUN process (used for running both Payroll and Absences) will end in error and there will be miscalculations as well.

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  When an element name is created, the system assigns the element a PIN code and a PIN number. As per PeopleBooks Understanding PIN Codes and PIN Numbers, an element name can be renamed, but the PIN code is a constant.

In order to correct the elements that have the same PIN_CODE, please raise a Service Request with the Global Payroll Core Support team.
Product: PeopleSoft Enterprise HCM Global Payroll Core 
Problem Type: Elements - Framework

For more details, please refer to PSFT Global Payroll - More Than One Element Exists With The Same PIN Code (Doc ID 2576172.1)",INSTALLED_PAY_GBL,Elements with same PIN code,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"This metric identifies when more than one Element exists with the same Pin Code. If these rows are not correctly promptly, they can cause erroneous data and inconsistent element details. So having this corrected will make sure the element details are proper and accurate.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_PROCESS_LIST_NO_SECTIONS,2576670.1,"Select 'Review ' || count(*) || ' Process List(s) With Missing Section(s) In The Setup' AS KEY_DATA, 'PSFT Global Payroll - Process List Does Not Contain Any Section (Doc ID 2576670.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('Country = ' || A.COUNTRY || '; Element Type = ' || A.PIN_TYPE || '; PIN Number = ' || A.PIN_NUM || '; Element Name = ' || A.PIN_NM || '; PIN Code = ' || A.PIN_CODE) AS KEY_DATA
FROM SYSADM.PS_GP_PIN A, SYSADM.PS_GP_PROCESS B
WHERE A.PIN_NUM = B.PIN_NUM AND
A.PIN_TYPE = 'PR' AND
NOT EXISTS(SELECT 'X' FROM SYSADM.PS_GP_PROCESS_DTL WHERE PS_GP_PROCESS_DTL.PIN_NUM = B.PIN_NUM))
having count(*) > 0","Symptoms:  Process lists control Absence and Payroll processing at the highest level. They identify the sections, or sets of elements, to resolve during processing and the order in which they resolve.
There shouldn't be Process Lists that have no Sections in the setup. 

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  To add sections to a Process Lists, follow the below instructions:

1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Framework > Processing > Process Lists 
2. Search the Element Name that needs to be modified
3. Go to Definition tab, add sections to Process List Members grid, based on your business requirement
4. Save the change

For more details, please refer to PSFT Global Payroll - Process List Does Not Contain Any Section (Doc ID 2576670.1).",INSTALLED_PAY_GBL,Process list has no sections,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,The process GPPDPRUN (used for both Absence and Payroll run) will cause erroneous data and inconsistent element details if the Process List does not contain any Sections.,,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
PSFT_GP_ER_DD_AT_PART_OF_SECTIONS,2576672.1,"Select 'Review ' || count(*) || ' Earning(s), Deduction(s) or Absence Take(s) That Are Not Part of any Element Groups' AS KEY_DATA, 'PSFT Global Payroll - ER,DD,AT That Are Part Of The Sections That Are Not Part Of Any Element Group (Doc ID 2576672.1)' SOLUTION, 'Y' AS EVENT
From(
SELECT DISTINCT
('Country = ' || C.COUNTRY || '; Element Name = ' || C.PIN_NM || '; PIN Number = ' || C.PIN_NUM || '; PIN Code = ' || C.PIN_CODE || '; Element Number = ' || B.PIN_NM || '; Element Type = ' || C.PIN_TYPE) AS KEY_DATA
FROM SYSADM.PS_GP_SECTION_DTL A, SYSADM.PS_GP_PIN B, SYSADM.PS_GP_PIN C
WHERE A.PIN_NUM = B.PIN_NUM
AND C.PIN_NUM = A.PIN_ELEM_NUM AND C.PIN_TYPE IN ('ER','DD','AT')
AND C.PIN_NUM NOT IN (SELECT D.PIN_NUM FROM SYSADM.PS_GP_ELEM_GRP_MBR E, SYSADM.PS_GP_PIN F, SYSADM.PS_GP_PIN D
WHERE E.PIN_NUM = F.PIN_NUM AND D.PIN_NUM = E.PIN_ELEM_NUM))
having count(*) > 0","Symptoms: Earnings, Deductions or Absence Takes that are part of the Sections, should also be part of Element Groups.

Cause: This can occur due to packaging error, invalid application of package, or SQL updates directly in the table.

Solution:  Check the results returned to see if the elements are used, or obsolete.

If the elements are used, follow the below instructions to correct the Elements:
1. Navigate to Set Up HCM > Product Related > Global Payroll & Absence Mgmt > Framework > Organizational > Element Groups 
2. Add the element returned, by the script, to the Element Group it belongs.
3. Next, after you have identified the Element Group, go to Element Group Members Tab, click the ""+"" sign and add the element
4. Save the change

For more details, please refer to PSFT Global Payroll - ER,DD,AT That Are Part Of The Sections That Are Not Part Of Any Element Group (Doc ID 2576672.1).",INSTALLED_PAY_GBL,ER DD AT are part of the Sections which are not part of any Element Group,,2,PeopleSoft Enterprise HCM Global Payroll Core,GENRAL,,WEEK,SUN,"The process GPPDPRUN (used for both Absence and Payroll run) will cause erroneous data and inconsistent element details if ER,DD,AT are part of the Sections which are not part of any Element Group.",,PeopleSoft Human Capital Management,PeopleSoft Global Payroll
